Playlist Title,Video Title,Date Added,Duration,Views,Likes,Dislikes,Video Key
ISL Dictionary - Academic terms,colours,2019-11-21T09:44:30Z,PT37S,102,12,0,zvnVhZcp5iA
ISL Dictionary - Academic terms,comb,2019-11-21T09:44:36Z,PT13S,223,11,0,uPpD0etfJrk
ISL Dictionary - Academic terms,come,2019-11-21T09:44:39Z,PT31S,207,11,0,iEvqj7ylhFE
ISL Dictionary - Academic terms,command,2019-11-21T10:08:11Z,PT20S,92,6,0,wYymZglFArQ
ISL Dictionary - Academic terms,commend,2019-11-21T10:08:17Z,PT34S,252,11,0,dMdONf_4jW0
ISL Dictionary - Academic terms,committee,2019-11-21T10:14:50Z,PT28S,79,6,0,FhVwrJAjBX8
ISL Dictionary - Academic terms,common,2019-11-21T10:26:46Z,PT42S,300,26,0,oHNwErQGrqY
ISL Dictionary - Academic terms,community,2019-11-21T12:02:02Z,PT27S,82,6,0,8tQSA46pKoA
ISL Dictionary - Academic terms,company,2019-11-21T12:02:20Z,PT16S,86,9,0,6DjqIlqZEiM
ISL Dictionary - Academic terms,compare,2019-11-22T05:44:57Z,PT23S,62,6,0,z8xlWoDvLLE
ISL Dictionary - Academic terms,compile,2019-11-22T06:00:24Z,PT25S,65,7,0,j8NrlmxArLA
ISL Dictionary - Academic terms,comply,2019-11-22T06:18:30Z,PT48S,256,7,0,vGI3QX24De4
ISL Dictionary - Academic terms,comprehend,2019-11-22T06:18:32Z,PT6S,86,3,0,aUTUu1vXUVI
ISL Dictionary - Academic terms,concept,2019-11-22T06:31:27Z,PT40S,127,11,0,9RVu_XwJOMw
ISL Dictionary - Academic terms,conclude,2019-11-22T06:38:48Z,PT51S,99,9,0,DjYROB1xKPc
ISL Dictionary - Academic terms,concur,2019-11-22T06:51:45Z,PT44S,179,9,0,jRSy3FudIrc
ISL Dictionary - Academic terms,conduct,2019-11-22T07:08:33Z,PT37S,77,7,0,Je56ljWtfP8
ISL Dictionary - Academic terms,confer,2019-11-22T07:48:10Z,PT31S,120,5,0,v_AOn_AC0Uc
ISL Dictionary - Academic terms,confidence,2019-11-22T08:12:24Z,PT27S,51,5,0,ZUd5eSVXhjo
ISL Dictionary - Academic terms,confined,2019-11-22T08:12:31Z,PT30S,49,3,0,EFsmLvoZMzk
ISL Dictionary - Academic terms,confirm,2019-11-22T08:13:58Z,PT51S,84,6,0,bsKSgC4kkrs
ISL Dictionary - Academic terms,confrence,2019-11-22T08:14:07Z,PT38S,162,12,0,_BljuUkLwbU
ISL Dictionary - Academic terms,congratulations,2019-11-22T09:04:56Z,PT53S,284,21,0,zhI_-MDy54w
ISL Dictionary - Academic terms,connect,2019-11-22T10:55:11Z,PT1M3S,385,38,0,O8HXSTuPHu4
ISL Dictionary - Academic terms,consent,2019-11-22T10:55:18Z,PT45S,603,41,0,-IvENnFCqB0
ISL Dictionary - Academic terms,conserve,2019-11-25T10:22:59Z,PT29S,111,12,0,dO3XhQHxphU
ISL Dictionary - Academic terms,constant,2019-11-25T10:36:17Z,PT36S,140,10,0,KsLOLoE46eI
ISL Dictionary - Academic terms,construct,2019-11-25T12:21:09Z,PT4S,189,8,0,TMpp61PpDl8
ISL Dictionary - Academic terms,consultant,2019-11-25T12:21:16Z,PT56S,143,5,0,Ueplr1UIngE
ISL Dictionary - Academic terms,contest,2019-11-25T12:21:21Z,PT33S,278,18,0,bI61pjFT694
ISL Dictionary - Academic terms,continous,2019-11-25T12:21:28Z,PT27S,82,6,0,4Yr8h_HWbkc
ISL Dictionary - Academic terms,continue,2019-11-25T12:21:34Z,PT30S,64,5,0,mq1W_0pN5ss
ISL Dictionary - Academic terms,contract,2019-11-25T12:21:40Z,PT28S,77,6,0,apid6LhR-RA
ISL Dictionary - Academic terms,control,2019-11-25T12:21:49Z,PT14S,273,14,0,uH4ZZbg-dp8
ISL Dictionary - Academic terms,convert,2019-11-27T10:55:26Z,PT37S,359,11,0,VWc8mev0BBU
ISL Dictionary - Academic terms,cool,2019-11-27T11:25:44Z,PT28S,87,6,0,tt7WZo6oji8
ISL Dictionary - Academic terms,copy and paste,2019-11-27T11:25:47Z,PT1M,131,11,0,hAK7BdrLjxs
ISL Dictionary - Academic terms,corn,2019-11-27T11:45:29Z,PT31S,89,5,0,2VFxpPdaM2U
ISL Dictionary - Academic terms,cost,2019-11-27T11:46:23Z,PT47S,63,6,0,U6xLESTP4LQ
ISL Dictionary - Academic terms,country,2019-11-27T12:16:15Z,PT55S,193,10,1,M4eKthXmJ5s
ISL Dictionary - Academic terms,couple,2019-11-27T12:31:37Z,PT55S,50,3,0,R7CQYGF3wIU
ISL Dictionary - Academic terms,courageous,2019-11-27T12:32:44Z,PT18S,115,11,0,K79cLMcesQg
ISL Dictionary - Academic terms,create,2019-11-28T09:31:43Z,PT49S,124,5,0,R9YRbf4HGh8
ISL Dictionary - Academic terms,cruel,2019-11-28T09:32:13Z,PT45S,41,5,0,uN8Zw6lgEN4
ISL Dictionary - Academic terms,cry,2019-11-28T09:51:39Z,PT19S,77,3,0,sa2H4A7K0r8
ISL Dictionary - Academic terms,culture,2019-11-28T09:51:53Z,PT42S,87,7,0,rpXQQvAdvfU
ISL Dictionary - Academic terms,cut,2019-11-28T10:06:09Z,PT23S,121,2,1,H03rwS1GFWA
ISL Dictionary - Academic terms,cycle,2019-11-28T10:06:15Z,PT25S,122,5,0,7aqQ8amYd_8
ISL Dictionary - Academic terms,d,2019-11-28T12:14:15Z,PT30S,85,9,0,L32nWQ5N6bM
ISL Dictionary - Academic terms,danger,2019-11-28T12:14:26Z,PT22S,146,8,0,OcWyluuZVgY
ISL Dictionary - Academic terms,data,2019-11-28T12:14:32Z,PT20S,133,11,0,pk2R_Svt0M4
ISL Dictionary - Academic terms,day,2019-11-29T06:20:09Z,PT31S,123,7,0,9ghSSiaFGmY
ISL Dictionary - Academic terms,days,2019-11-29T06:59:40Z,PT47S,80,7,0,aT1U2vHhSvo
ISL Dictionary - Academic terms,deadline,2019-11-29T06:59:48Z,PT35S,63,7,0,6oZWuv1FJ3w
ISL Dictionary - Academic terms,deafness,2019-11-29T09:03:01Z,PT46S,66,3,0,miTT_qSjidM
ISL Dictionary - Academic terms,deal,2019-11-29T09:03:08Z,PT13S,48,5,0,XoVM5LwFPO4
ISL Dictionary - Academic terms,decade,2019-11-29T09:03:19Z,PT35S,23,1,0,2_uEmWjUoFQ
ISL Dictionary - Academic terms,december,2019-11-29T09:03:27Z,PT19S,23,1,0,Pizw2DtsgZI
ISL Dictionary - Academic terms,decide,2019-11-29T09:03:32Z,PT37S,57,0,0,wi7diRsJUYk
ISL Dictionary - Academic terms,declare,2019-11-29T09:16:17Z,PT25S,49,1,0,Vsiy1AkeJRc
ISL Dictionary - Academic terms,decrease,2019-11-29T09:22:53Z,PT36S,1221,15,2,AhiNrTHPRiE
ISL Dictionary - Academic terms,defend,2019-11-29T10:02:27Z,PT28S,58,2,0,FneiAP38aEo
ISL Dictionary - Academic terms,degree,2019-11-29T10:02:34Z,PT1M18S,269,2,0,lhcrY6Tktvc
ISL Dictionary - Academic terms,dehradun,2019-11-29T10:02:42Z,PT30S,76,5,0,wgqfXhfvaEw
ISL Dictionary - Academic terms,delete,2019-11-29T10:02:52Z,PT57S,58,6,0,bcVE5o062nY
ISL Dictionary - Academic terms,demand,2019-11-29T12:12:33Z,PT50S,312,23,0,ptQPfKr9D0o
ISL Dictionary - Academic terms,demonstration,2019-11-29T12:12:42Z,PT27S,105,11,0,kDGzddZ2VOA
ISL Dictionary - Academic terms,deny,2019-11-29T12:12:47Z,PT31S,56,7,0,zCXFo_i5mWU
ISL Dictionary - Academic terms,develop,2019-11-29T12:12:53Z,PT35S,88,10,0,aLOX5LLi8fU
ISL Dictionary - Academic terms,dhoti,2019-11-29T12:12:57Z,PT46S,71,7,0,kF1GdtZ5vtQ
ISL Dictionary - Academic terms,diabetes,2019-11-29T12:13:09Z,PT11S,232,9,0,aQcPtPNkIcE
ISL Dictionary - Academic terms,dice,2019-11-29T12:13:15Z,PT29S,108,8,0,5DCYs0DayX4
ISL Dictionary - Academic terms,die,2019-11-29T12:13:22Z,PT34S,115,12,0,YotBtljUi7M
ISL Dictionary - Academic terms,diesel,2019-11-29T12:13:27Z,PT44S,331,15,0,XZ-R7FHI0Fs
ISL Dictionary - Academic terms,different,2019-12-03T10:01:21Z,PT41S,708,39,0,ltpr28VJFTM
ISL Dictionary - Academic terms,difficult,2019-12-03T10:21:33Z,PT46S,220,11,0,pppqLvAJEL0
ISL Dictionary - Academic terms,dim,2019-12-03T10:47:35Z,PT36S,258,8,0,Nwf7jFQ48zY
ISL Dictionary - Academic terms,dinner,2019-12-03T10:47:54Z,PT57S,320,8,0,USneGKbfFMA
ISL Dictionary - Academic terms,direct,2019-12-03T11:00:32Z,PT28S,91,5,0,dwMZ2ZXshFQ
ISL Dictionary - Academic terms,direction,2019-12-03T11:00:49Z,PT1M10S,467,21,0,G4SauIgCVFs
ISL Dictionary - Academic terms,director,2019-12-03T11:33:54Z,PT1M10S,101,4,0,7ISwiw34hfs
ISL Dictionary - Academic terms,disagree,2019-12-03T11:55:38Z,PT1M20S,357,17,0,t5A9A5dJHYs
ISL Dictionary - Academic terms,discuss,2019-12-03T12:03:37Z,PT1M14S,198,14,1,nKmlXgd25Mk
ISL Dictionary - Academic terms,disease,2019-12-04T05:17:52Z,PT55S,107,9,0,Amutx3W3aaQ
ISL Dictionary - Academic terms,disobey,2019-12-04T05:18:06Z,PT30S,66,5,0,OOngDeazA2c
ISL Dictionary - Academic terms,dispute,2019-12-04T06:04:42Z,PT46S,46,2,0,UBPc-9EsyS4
ISL Dictionary - Academic terms,disrespect,2019-12-04T06:04:50Z,PT4S,162,10,0,EIpKQKVI3Ko
ISL Dictionary - Academic terms,dissent,2019-12-04T06:13:52Z,PT31S,58,2,0,v4gDySEBAWM
ISL Dictionary - Academic terms,disstribute,2019-12-04T06:14:02Z,PT6S,115,2,0,UhUzs8e4EkQ
ISL Dictionary - Academic terms,distance,2019-12-04T06:50:26Z,PT1M38S,71,4,0,7E_q9bo7Ht0
ISL Dictionary - Academic terms,distance learning,2019-12-04T06:50:34Z,PT46S,119,2,0,cKPZLCLyK4M
ISL Dictionary - Academic terms,district,2019-12-04T07:07:33Z,PT1M2S,346,22,0,IgZpyJ9sXU8
ISL Dictionary - Academic terms,diversity,2019-12-04T07:24:56Z,PT1M14S,227,14,0,H2w4qcfSJnM
ISL Dictionary - Academic terms,divide,2019-12-04T08:47:48Z,PT54S,119,3,0,nc1ZAkQAfMU
ISL Dictionary - Academic terms,dizzy,2019-12-04T09:02:31Z,PT56S,73,5,0,x8QU4dShYzg
ISL Dictionary - Academic terms,do,2019-12-04T09:18:14Z,PT1M10S,1187,56,0,_PqXe61imCY
ISL Dictionary - Academic terms,doctor,2019-12-04T09:19:25Z,PT18S,84,2,0,H7hyG65DMus
ISL Dictionary - Academic terms,document,2019-12-04T09:32:40Z,PT49S,192,12,0,RxWeOB9KclM
ISL Dictionary - Academic terms,dog,2019-12-04T09:46:58Z,PT48S,960,47,1,TJPvZUpba8A
ISL Dictionary - Academic terms,donkey,2019-12-04T09:56:34Z,PT42S,336,28,0,93uCVTo-Ac4
ISL Dictionary - Academic terms,dont,2019-12-04T10:13:37Z,PT37S,115,4,0,3DwrW3rzAHI
ISL Dictionary - Academic terms,door,2019-12-04T12:09:54Z,PT1M2S,545,29,0,E9VFBkIgAvE
ISL Dictionary - Academic terms,double,2019-12-05T06:15:31Z,PT44S,104,3,0,NG_IZIWREa4
ISL Dictionary - Academic terms,down,2019-12-05T06:15:38Z,PT42S,112,7,0,Jzc_5m2Wjkw
ISL Dictionary - Academic terms,draft,2019-12-05T06:15:45Z,PT26S,83,3,0,oEHvYYOYUIo
ISL Dictionary - Academic terms,draw,2019-12-05T06:26:31Z,PT14S,43,2,0,OIjA2OBHcyA
ISL Dictionary - Academic terms,dream,2019-12-05T06:26:39Z,PT28S,64,5,0,vyj_wPH6WA0
ISL Dictionary - Academic terms,dress,2019-12-05T06:51:13Z,PT1M7S,119,6,0,YkqezKintw0
ISL Dictionary - Academic terms,drink,2019-12-05T06:51:22Z,PT36S,142,2,0,5dk3aeGPvbA
ISL Dictionary - Academic terms,drive,2019-12-05T06:51:31Z,PT14S,148,5,0,pD-608y87iE
ISL Dictionary - Academic terms,drop,2019-12-05T07:13:40Z,PT1M1S,514,16,0,-nTSzPyenzU
ISL Dictionary - Academic terms,drop(water),2019-12-05T07:13:46Z,PT30S,134,6,0,j0C-7-5dLXo
ISL Dictionary - Academic terms,droplet,2019-12-05T08:29:39Z,PT53S,109,3,0,Euln0DcvUHk
ISL Dictionary - Academic terms,drug,2019-12-05T08:29:45Z,PT25S,202,6,0,n13Zeotbe_4
ISL Dictionary - Academic terms,dry,2019-12-05T09:01:45Z,PT39S,261,13,0,xEe6CBnF5YU
ISL Dictionary - Academic terms,dull,2019-12-05T09:01:54Z,PT22S,358,21,0,XVCZUjHcL5I
ISL Dictionary - Academic terms,during,2019-12-05T09:14:02Z,PT1M5S,152,10,0,YrtWjQfXm8A
ISL Dictionary - Academic terms,dustbin,2019-12-05T10:06:14Z,PT24S,285,20,0,hlYfNqr74UY
ISL Dictionary - Academic terms,e,2019-12-05T10:06:44Z,PT1M,426,17,0,J_P2_As_Ijw
ISL Dictionary - Academic terms,e book,2019-12-05T10:06:52Z,PT45S,215,14,0,jOUszIWFVX0
ISL Dictionary - Academic terms,each,2019-12-05T10:07:05Z,PT1M8S,202,10,0,Bmw5icj_1EU
ISL Dictionary - Academic terms,earth,2019-12-05T10:39:33Z,PT51S,156,11,0,O2YIAjJFSmc
ISL Dictionary - Academic terms,earthquake,2019-12-05T10:40:03Z,PT32S,567,33,0,tv6eZ0iAxOo
ISL Dictionary - Academic terms,east,2019-12-06T12:00:38Z,PT34S,178,14,0,Ify72C891ew
ISL Dictionary - Academic terms,easy,2019-12-06T12:00:48Z,PT45S,88,6,0,Z9MVnQn-WfM
ISL Dictionary - Academic terms,eat,2019-12-06T12:22:12Z,PT40S,113,9,0,uxGVpSMhJz4
ISL Dictionary - Academic terms,economics,2019-12-10T04:53:53Z,PT42S,125,7,0,WRstmVzZxRg
ISL Dictionary - Academic terms,edit,2019-12-10T05:08:11Z,PT46S,84,9,0,S2Dklpvhc0U
ISL Dictionary - Academic terms,education,2019-12-10T05:15:00Z,PT34S,63,5,0,mBXnvEErGOk
ISL Dictionary - Academic terms,egg,2019-12-10T05:20:48Z,PT21S,30,0,0,xiJY1scXd8U
ISL Dictionary - Academic terms,eggplant,2019-12-10T06:08:35Z,PT19S,39,0,0,yHunn0_WEYI
ISL Dictionary - Academic terms,eight,2019-12-10T06:08:45Z,PT51S,40,0,0,R5T9k5Yr_rA
ISL Dictionary - Academic terms,eighteen,2019-12-10T06:08:54Z,PT15S,35,1,0,cO9HNA0gsRI
ISL Dictionary - Academic terms,eject,2019-12-10T06:10:16Z,PT20S,138,8,1,7wJcjRmW-8w
ISL Dictionary - Academic terms,election,2019-12-10T06:28:34Z,PT45S,26,0,0,sOQpB5pBMwo
ISL Dictionary - Academic terms,eleven,2019-12-10T06:55:30Z,PT31S,25,3,0,tFuCsRobELA
ISL Dictionary - Academic terms,email,2019-12-10T07:10:36Z,PT26S,31,1,0,EhxlYETCzWY
ISL Dictionary - Academic terms,empowerment,2019-12-10T07:10:54Z,PT26S,247,9,0,gziqE0P3uj8
ISL Dictionary - Academic terms,empty,2019-12-10T07:18:31Z,PT36S,52,3,0,Mg6zdGxIENc
ISL Dictionary - Academic terms,encourage,2019-12-10T08:49:05Z,PT21S,40,1,0,7xyUM4LZNzs
ISL Dictionary - Academic terms,endure,2019-12-10T08:49:11Z,PT30S,43,2,0,ZZ8IPbjF9N4
ISL Dictionary - Academic terms,enemy,2019-12-10T08:49:19Z,PT11S,52,1,0,EiLwqYyssbU
ISL Dictionary - Academic terms,energency,2019-12-10T09:11:39Z,PT26S,55,5,0,zgsHUac58Vo
ISL Dictionary - Academic terms,engine,2019-12-11T05:34:29Z,PT39S,70,4,0,VBkYGuJcmFA
ISL Dictionary - Academic terms,enjoy,2019-12-11T05:53:51Z,PT25S,57,3,0,5o_NelziPy8
ISL Dictionary - Academic terms,enough,2019-12-11T05:53:58Z,PT4S,62,3,0,tAiVnj7OBvE
ISL Dictionary - Academic terms,environment,2019-12-11T05:54:05Z,PT4S,38,0,0,D1CZxT-yXzM
ISL Dictionary - Academic terms,envisage,2019-12-11T06:25:34Z,PT37S,60,2,0,r1bPC4EMxg8
ISL Dictionary - Academic terms,equal,2019-12-11T06:25:52Z,PT36S,50,3,0,yx66mziYh4k
ISL Dictionary - Academic terms,escape,2019-12-11T06:25:58Z,PT4S,47,0,0,4D_HzUHiepQ
ISL Dictionary - Academic terms,establish,2019-12-11T06:26:04Z,PT39S,83,2,0,gLQ2juUlkwk
ISL Dictionary - Academic terms,ethics,2019-12-11T06:26:12Z,PT34S,115,5,0,VUuJnbIqKXA
ISL Dictionary - Academic terms,evening,2019-12-11T06:26:26Z,PT4S,39,0,0,4hbnF-yOHrc
ISL Dictionary - Academic terms,event,2019-12-11T06:42:19Z,PT22S,39,0,0,1kqix2bP_Vw
ISL Dictionary - Academic terms,everthing,2019-12-11T06:43:52Z,PT51S,46,2,0,_axgB1JE_Ws
ISL Dictionary - Academic terms,evil,2019-12-11T06:43:57Z,PT4S,101,1,0,ls73lvLZ_04
ISL Dictionary - Academic terms,example,2019-12-11T06:49:38Z,PT26S,49,1,0,useOJfb6d4M
ISL Dictionary - Academic terms,exchange,2019-12-11T07:27:35Z,PT45S,52,1,0,H4RmfxobQvY
ISL Dictionary - Academic terms,excited,2019-12-11T07:27:45Z,PT21S,159,6,0,sNnEGGyj9XY
ISL Dictionary - Academic terms,exclude,2019-12-11T07:27:50Z,PT23S,61,1,0,L-WTBqYRD_I
ISL Dictionary - Academic terms,excrement,2019-12-11T07:27:56Z,PT26S,44,2,0,LkX1JCPI92s
ISL Dictionary - Academic terms,excuse me,2019-12-11T07:29:41Z,PT31S,174,8,0,1CYQC8PXCRk
ISL Dictionary - Academic terms,expensive,2019-12-11T08:16:45Z,PT4S,32,0,0,8uWVH5dJ5Xg
ISL Dictionary - Academic terms,experience,2019-12-11T08:16:50Z,PT41S,65,1,0,qWcQkKcpeOI
ISL Dictionary - Academic terms,expert,2019-12-11T08:16:57Z,PT37S,44,3,0,I0ZSnqjp7N0
ISL Dictionary - Academic terms,expiry,2019-12-11T08:17:04Z,PT42S,127,3,3,bK3Lw18T9sA
ISL Dictionary - Academic terms,explain,2019-12-11T08:17:11Z,PT32S,71,4,0,HA7tXBJ7VPs
ISL Dictionary - Academic terms,extend,2019-12-11T08:17:18Z,PT47S,130,6,0,SX4Paailcgg
ISL Dictionary - Academic terms,eye,2019-12-11T08:22:45Z,PT39S,66,2,0,Y_PB0ascu34
ISL Dictionary - Academic terms,f,2019-12-11T08:53:11Z,PT36S,65,5,0,KkEyrceS44E
ISL Dictionary - Academic terms,fact,2019-12-11T08:53:18Z,PT35S,200,12,1,Wm7xh8gt2Z4
ISL Dictionary - Academic terms,faeces,2019-12-11T08:53:23Z,PT38S,63,3,0,A_KjN5KjLo4
ISL Dictionary - Academic terms,fail,2019-12-11T08:57:46Z,PT6S,114,8,1,qcOzotb6YCE
ISL Dictionary - Academic terms,fair,2019-12-11T09:26:54Z,PT42S,165,10,0,yKSY7-gSJLA
ISL Dictionary - Academic terms,faith,2019-12-11T09:27:01Z,PT33S,50,3,1,ZA69lpTdqiI
ISL Dictionary - Academic terms,family,2019-12-11T09:27:08Z,PT45S,120,6,1,FgSSy-mvS7E
ISL Dictionary - Academic terms,famous,2019-12-11T10:39:29Z,PT36S,377,26,0,Qgz6QhmTASU
ISL Dictionary - Academic terms,fashion,2019-12-11T11:54:57Z,PT51S,97,3,0,rC_0jQA1hEQ
ISL Dictionary - Academic terms,female,2019-12-11T11:55:02Z,PT28S,146,2,0,r0TFVeGWdlQ
ISL Dictionary - Academic terms,few,2019-12-11T11:55:07Z,PT41S,48,2,0,ovuirhwt0lk
ISL Dictionary - Academic terms,fifth,2019-12-11T11:55:13Z,PT1M38S,173,8,0,DF3pkKbh30I
ISL Dictionary - Academic terms,fight,2019-12-11T11:55:17Z,PT35S,172,17,0,QWidax_jsj4
ISL Dictionary - Academic terms,fine,2019-12-11T11:55:19Z,PT36S,178,7,0,xOvuDw1Qqrw
ISL Dictionary - Academic terms,fine(punishment),2019-12-11T11:55:51Z,PT51S,108,5,0,3rLgC6bo-Hg
ISL Dictionary - Academic terms,finish,2019-12-12T05:26:15Z,PT37S,71,7,0,bWkDLyZr7VA
ISL Dictionary - Academic terms,fire from job,2019-12-12T05:35:55Z,PT42S,77,8,0,FH4CZoxrQHA
ISL Dictionary - Academic terms,fish,2019-12-12T06:21:12Z,PT50S,259,14,5,VEsbD7WvXoY
ISL Dictionary - Academic terms,five,2019-12-12T06:21:25Z,PT1M11S,38,4,0,z1-LDDtvdV8
ISL Dictionary - Academic terms,five hundred,2019-12-12T06:21:35Z,PT41S,48,8,0,H2iJr_GSkVs
ISL Dictionary - Academic terms,floor,2019-12-12T06:24:07Z,PT1M10S,156,8,0,2-YgqW1HUQE
ISL Dictionary - Academic terms,flourish,2019-12-12T06:46:15Z,PT58S,58,5,0,XpIy1dPjqas
ISL Dictionary - Academic terms,fly,2019-12-12T07:25:32Z,PT50S,44,1,0,Icdj2hbnMUY
ISL Dictionary - Academic terms,fog,2019-12-12T07:25:42Z,PT27S,156,6,0,X9umRNPz5n4
ISL Dictionary - Academic terms,follow,2019-12-12T07:25:48Z,PT20S,91,2,1,M7MBpS5R14U
ISL Dictionary - Academic terms,food,2019-12-12T07:25:53Z,PT19S,296,7,0,gEKpcn2YCRY
ISL Dictionary - Academic terms,force,2019-12-12T07:26:00Z,PT25S,105,10,0,w2BcaAUZvgY
ISL Dictionary - Academic terms,forever,2019-12-12T08:36:19Z,PT45S,104,4,0,8BLP8vQd3Ls
ISL Dictionary - Academic terms,forget,2019-12-12T08:36:29Z,PT1M9S,323,8,3,TcsT3STaSDg
ISL Dictionary - Academic terms,fork,2019-12-12T08:36:42Z,PT44S,98,4,0,F7UKTzkORh8
ISL Dictionary - Academic terms,former,2019-12-12T08:36:52Z,PT41S,39,3,0,dKuqBTHDR7E
ISL Dictionary - Academic terms,foundation,2019-12-12T09:17:51Z,PT1M,115,10,0,vV7nVjm525Q
ISL Dictionary - Academic terms,four,2019-12-12T09:17:57Z,PT1M9S,5482,93,20,98dzSM-mjaU
ISL Dictionary - Academic terms,fourteen,2019-12-12T09:18:03Z,PT45S,40,2,0,fc_mAuihu0M
ISL Dictionary - Academic terms,free,2019-12-12T09:18:10Z,PT1M6S,52,3,0,3-QEPVAkb1M
ISL Dictionary - Academic terms,friday,2019-12-12T09:22:58Z,PT15S,78,4,0,7TMEVUeYrsU
ISL Dictionary - Academic terms,friend,2019-12-12T09:41:26Z,PT29S,62,3,0,pE7RG4eJE1I
ISL Dictionary - Academic terms,from,2019-12-12T09:41:34Z,PT18S,115,7,0,titP98a8RUA
ISL Dictionary - Academic terms,frustrated,2019-12-12T10:57:59Z,PT43S,94,10,0,mFLftFubTH0
ISL Dictionary - Academic terms,full,2019-12-12T10:58:05Z,PT25S,219,5,0,pt7Ve4_a7HU
ISL Dictionary - Academic terms,funds,2019-12-12T10:58:08Z,PT1M8S,81,5,0,kIozQzf1w9E
ISL Dictionary - Academic terms,funny,2019-12-12T11:34:49Z,PT22S,298,2,0,zL3yYZ5jmJ0
ISL Dictionary - Academic terms,future,2019-12-12T11:34:53Z,PT57S,70,6,0,7sDIq1C3jm8
ISL Dictionary - Academic terms,g,2019-12-12T11:47:53Z,PT33S,215,7,1,qLrzSJ1mfy4
ISL Dictionary - Academic terms,gain,2019-12-12T12:26:59Z,PT32S,245,11,1,C22z6DXRAEU
ISL Dictionary - Academic terms,game,2019-12-12T12:27:01Z,PT1M1S,377,18,0,lVq5asTrcKw
ISL Dictionary - Academic terms,gather,2019-12-13T04:50:41Z,PT22S,70,5,0,QoEijUUYS88
ISL Dictionary - Academic terms,gaze,2019-12-13T05:38:31Z,PT1M15S,201,8,0,renc42Ql-UY
ISL Dictionary - Academic terms,general,2019-12-13T05:38:38Z,PT23S,53,2,0,DfdKf2s56HY
ISL Dictionary - Academic terms,general secretary,2019-12-13T05:51:56Z,PT1M56S,255,12,1,kl7QrH3EXx0
ISL Dictionary - Academic terms,genuine,2019-12-13T05:54:25Z,PT41S,113,6,0,F9imo7-SjVU
ISL Dictionary - Academic terms,get,2019-12-13T06:24:46Z,PT38S,40,2,0,yc7hmOLQDLw
ISL Dictionary - Academic terms,get up,2019-12-13T06:44:30Z,PT48S,59,1,0,Om16s7qucZk
ISL Dictionary - Academic terms,gift,2019-12-13T06:44:36Z,PT30S,114,5,0,l-W2HoWlwpI
ISL Dictionary - Academic terms,girl,2019-12-13T06:46:43Z,PT37S,53,1,0,86lRkNudywQ
ISL Dictionary - Academic terms,glass,2019-12-13T06:47:31Z,PT35S,48,0,0,DUlb31Lanto
ISL Dictionary - Academic terms,gloves,2019-12-13T07:07:49Z,PT38S,55,3,0,dkji7yoPQmo
ISL Dictionary - Academic terms,glue,2019-12-13T07:07:57Z,PT32S,267,10,0,F5EwINUP1VE
ISL Dictionary - Academic terms,go,2019-12-13T09:00:09Z,PT38S,322,16,0,loKxG4ZHjxc
ISL Dictionary - Academic terms,go back,2019-12-13T09:08:16Z,PT22S,365,22,0,k1KPcL2WIHE
ISL Dictionary - Academic terms,goal,2019-12-13T09:14:54Z,PT28S,174,8,0,ybdr-Gxb6nI
ISL Dictionary - Academic terms,goat,2019-12-13T09:32:27Z,PT36S,307,16,0,fFE2I5jA0II
ISL Dictionary - Academic terms,gold,2019-12-13T09:50:44Z,PT31S,435,27,0,NHZ1-GX75YU
ISL Dictionary - Academic terms,good morning,2019-12-13T10:12:01Z,PT35S,298,19,0,CMAmw7yxp3g
ISL Dictionary - Academic terms,good night,2019-12-13T10:12:05Z,PT33S,202,10,0,50QIi_dh4wE
ISL Dictionary - Academic terms,goodbye,2019-12-13T12:20:17Z,PT24S,76,2,0,iJ2KfN0d_i8
ISL Dictionary - Academic terms,gossip,2019-12-16T04:33:57Z,PT18S,142,12,0,nycNBo4wqK4
ISL Dictionary - Academic terms,government,2019-12-16T05:34:51Z,PT33S,352,10,2,dYwR4h7vbVo
ISL Dictionary - Academic terms,grade,2019-12-16T05:34:55Z,PT16S,514,7,1,02f4qtRG4Ik
ISL Dictionary - Academic terms,graft,2019-12-16T05:35:01Z,PT28S,103,3,0,E47a0r8PVeU
ISL Dictionary - Academic terms,grammar,2019-12-16T05:35:07Z,PT39S,74,1,0,HXTTav14MDc
ISL Dictionary - Academic terms,grasp,2019-12-16T06:12:11Z,PT26S,85,7,1,HOjsx2EJCAk
ISL Dictionary - Academic terms,grass,2019-12-16T06:12:17Z,PT19S,60,1,0,ayQbY93e6tk
ISL Dictionary - Academic terms,green,2019-12-16T06:12:22Z,PT28S,44,1,0,JeIs1ejl6Pg
ISL Dictionary - Academic terms,group,2019-12-16T06:12:26Z,PT16S,58,3,0,6onO4seqIKM
ISL Dictionary - Academic terms,grow,2019-12-16T06:44:25Z,PT35S,30,1,0,46BHIH91qMQ
ISL Dictionary - Academic terms,grudge,2019-12-16T06:44:36Z,PT43S,55,3,0,bm419IrXEv4
ISL Dictionary - Academic terms,guard,2019-12-16T06:44:42Z,PT28S,87,2,0,XPhCbGcpO1A
ISL Dictionary - Academic terms,guess,2019-12-16T06:44:48Z,PT19S,52,2,0,oNP_t5mUds8
ISL Dictionary - Academic terms,guide,2019-12-16T06:44:54Z,PT20S,42,0,0,s3lsV99nMQk
